Date,Time,Home,Away,Home LINE,Away LINE,Home Win,Away Win,Pick,Pick value,BH Away,BH Home,Away%,Home%,Away Team,Away Edge,Home Team,Home Edge,Risk,Result,Result Unit,Away Team,Home Team,MP Away,,,,MP Home,MP Away,MP Home,MP Away Edge,MP Home edge,Team,Risk,Result,
12/27/2018,8:35 PM,Chicago Blackhawks,Minnesota Wild,135,-149,38.70%,61.30%,Minnesota Wild -149,1.50%,-149,135,59.84%,42.55%,Minnesota Wild,1.46%,Chicago Blackhawks,-3.85%,,,,,,,,,,,,,,,,,,
12/27/2018,9:05 PM,Edmonton Oilers,Vancouver Canucks,-160,144,64.14%,35.86%,Edmonton Oilers -160,2.64%,144,-160,40.98%,61.54%,Vancouver Canucks,-5.12%,Edmonton Oilers,2.60%,,L,,,,,,,,,,,,,,,,
12/27/2018,10:05 PM,Vegas Golden Knights,Colorado Avalanche,-140,127,52.23%,47.77%,Colorado Avalanche 127,3.67%,127,-140,44.05%,58.33%,Colorado Avalanche,3.72%,Vegas Golden Knights,-6.10%,93,L,-3.72,,,,,,,,,,,,,,,
12/27/2018,10:35 PM,San Jose Sharks,Anaheim Ducks,-171,154,64.06%,35.94%,San Jose Sharks -171,0.96%,154,-171,39.37%,63.10%,Anaheim Ducks,-3.43%,San Jose Sharks,0.96%,,,,,,,,,,,,,,,,,,
12/27/2018,10:35 PM,Los Angeles Kings,Arizona Coyotes,-139,126,54.01%,45.99%,Arizona Coyotes 126,1.79%,126,-139,44.25%,58.16%,Arizona Coyotes,1.74%,Los Angeles Kings,-4.15%,,,,,,,,,,,,,,,,,,
12/28/2018,7:05 PM,New York Islanders,Ottawa Senators,-169,152,64.21%,35.79%,New York Islanders -169,1.71%,152,-169,39.68%,62.83%,Ottawa Senators,-3.89%,New York Islanders,1.38%,,,,,,,,,,,,,,,,,,
12/28/2018,7:05 PM,Florida Panthers,Montreal Canadiens,-144,130,52.67%,47.33%,Montreal Canadiens 130,3.23%,130,-144,43.48%,59.02%,Montreal Canadiens,3.85%,Florida Panthers,-6.35%,96,W,5.01,,,,,,,,,,,,,,,
12/28/2018,7:05 PM,Columbus Blue Jackets,Toronto Maple Leafs,-100,-110,40.35%,59.65%,Toronto Maple Leafs -110,3.85%,-110,-100,52.38%,50.00%,Toronto Maple Leafs,7.27%,Columbus Blue Jackets,-9.65%,182,W,7.27,,,,,,,,,,,,,,,
12/29/2018,1:05 PM,New Jersey Devils,Carolina Hurricanes,-102,-108,43.57%,56.43%,Carolina Hurricanes -108,4.73%,-108,-102,51.92%,50.50%,Carolina Hurricanes,4.51%,New Jersey Devils,-6.93%,113,L,-4.87,,,,,,,,,,,,,,,
12/29/2018,4:05 PM,Winnipeg Jets,Minnesota Wild,-170,153,62.36%,37.64%,Winnipeg Jets -170,0.86%,153,-170,39.53%,62.96%,Minnesota Wild,-1.89%,Winnipeg Jets,-0.60%,,,,,,,,,,,,,,,,,,
12/29/2018,4:05 PM,Edmonton Oilers,San Jose Sharks,117,-129,41.16%,58.84%,San Jose Sharks -129,2.34%,-129,117,56.33%,46.08%,San Jose Sharks,2.51%,Edmonton Oilers,-4.92%,,W,,,,,,,,,,,,,,,,
12/29/2018,4:05 PM,Los Angeles Kings,Vegas Golden Knights,104,-115,43.35%,56.65%,Vegas Golden Knights -115,0.35%,-115,104,53.49%,49.02%,Vegas Golden Knights,3.16%,Los Angeles Kings,-5.67%,79,W,3.16,,,,,,,,,,,,,,,
12/29/2018,7:05 PM,Buffalo Sabres,Boston Bruins,-102,-108,52.59%,47.41%,Buffalo Sabres -102,3.59%,-108,-102,51.92%,50.50%,Boston Bruins,-4.51%,Buffalo Sabres,2.09%,,L,,,,,,,,,,,,,,,,
12/29/2018,7:05 PM,Tampa Bay Lightning,Montreal Canadiens,-250,222,72.98%,27.02%,Tampa Bay Lightning -250,0.78%,222,-250,31.06%,71.43%,Montreal Canadiens,-4.04%,Tampa Bay Lightning,1.55%,,,,,,,,,,,,,,,,,,
12/29/2018,7:05 PM,Toronto Maple Leafs,New York Islanders,-208,186,71.23%,28.77%,Toronto Maple Leafs -208,1.73%,186,-208,34.97%,67.53%,New York Islanders,-6.20%,Toronto Maple Leafs,3.70%,92,L,-7.69,,,,,,,,,,,,,,,
12/29/2018,7:05 PM,Florida Panthers,Philadelphia Flyers,-106,-104,53.42%,46.58%,Florida Panthers -106,1.02%,-104,-106,50.98%,51.46%,Philadelphia Flyers,-4.40%,Florida Panthers,1.96%,,,,,,,,,,,,,,,,,,
12/29/2018,8:05 PM,Nashville Predators,New York Rangers,-224,200,72.16%,27.84%,Nashville Predators -224,3.36%,200,-224,33.33%,69.14%,New York Rangers,-5.49%,Nashville Predators,3.02%,76,L,-6.77,,,,,,,,,,,,,,,
12/29/2018,8:05 PM,St. Louis Blues,Pittsburgh Penguins,-105,-105,45.82%,54.18%,Pittsburgh Penguins -105,1.08%,-105,-105,51.22%,51.22%,Pittsburgh Penguins,2.96%,St. Louis Blues,-5.40%,,W,,,,,,,,,,,,,,,,
12/29/2018,8:05 PM,Dallas Stars,Detroit Red Wings,-230,205,71.06%,28.94%,Dallas Stars -230,2.76%,205,-230,32.79%,69.70%,Detroit Red Wings,-3.85%,Dallas Stars,1.36%,,,,,,,,,,,,,,,,,,
12/29/2018,9:05 PM,Colorado Avalanche,Chicago Blackhawks,-203,182,67.53%,32.47%,Colorado Avalanche -203,0.43%,182,-203,35.46%,67.00%,Chicago Blackhawks,-2.99%,Colorado Avalanche,0.53%,,,,,,,,,,,,,,,,,,
12/29/2018,10:05 PM,Calgary Flames,Vancouver Canucks,-198,178,67.39%,32.61%,Calgary Flames -198,1.29%,178,-198,35.97%,66.44%,Vancouver Canucks,-3.36%,Calgary Flames,0.95%,,,,,,,,,,,,,,,,,,
12/29/2018,10:05 PM,Anaheim Ducks,Arizona Coyotes,-145,131,52.94%,47.06%,Arizona Coyotes 131,5.06%,131,-145,43.29%,59.18%,Arizona Coyotes,3.77%,Anaheim Ducks,-6.24%,94,W,4.94,,,,,,,,,,,,,,,
12/30/2018,8:05 PM,Arizona Coyotes,Vegas Golden Knights,124,-137,42.96%,57.04%,Vegas Golden Knights -137,1.44%,-137,124,57.81%,44.64%,Vegas Golden Knights,-0.77%,Arizona Coyotes,-1.68%,,,,,,,,,,,,,,,,,,
12/31/2018,12:35 PM,Washington Capitals,Nashville Predators,-125,6,56.01%,43.99%,Washington Capitals -125,1.21%,6,-125,94.34%,55.56%,Nashville Predators,-50.35%,Washington Capitals,0.45%,,,,,,,,,,,,,,,,,,
12/31/2018,1:05 PM,New Jersey Devils,Vancouver Canucks,-127,6,60.68%,39.32%,New Jersey Devils -127,4.78%,6,-127,94.34%,55.95%,Vancouver Canucks,-55.02%,New Jersey Devils,4.73%,118,W,4.73,,,,,,,,,,,,,,,
12/31/2018,6:05 PM,Minnesota Wild,Pittsburgh Penguins,-113,6,49.96%,50.04%,Pittsburgh Penguins 6,2.24%,6,-113,94.34%,53.05%,Pittsburgh Penguins,-44.30%,Minnesota Wild,-3.09%,,,,,,,,,,,,,,,,,,
12/31/2018,6:05 PM,Carolina Hurricanes,Philadelphia Flyers,-139,6,56.92%,43.08%,Carolina Hurricanes -139,1.52%,6,-139,94.34%,58.16%,Philadelphia Flyers,-51.26%,Carolina Hurricanes,-1.24%,,,,,,,,,,,,,,,,,,
12/31/2018,6:05 PM,Buffalo Sabres,New York Islanders,-133,6,57.55%,42.45%,Buffalo Sabres -133,3.05%,6,-133,94.34%,57.08%,New York Islanders,-51.89%,Buffalo Sabres,0.47%,,,,,,,,,,,,,,,,,,
12/31/2018,7:05 PM,Columbus Blue Jackets,Ottawa Senators,-284,7,72.97%,27.03%,Columbus Blue Jackets -284,0.57%,7,-284,93.46%,73.96%,Ottawa Senators,-66.43%,Columbus Blue Jackets,-0.99%,,,,,,,,,,,,,,,,,,
12/31/2018,7:05 PM,St. Louis Blues,New York Rangers,-172,6,56.68%,43.32%,New York Rangers 6,2.32%,6,-172,94.34%,63.24%,New York Rangers,-51.02%,St. Louis Blues,-6.56%,,,,,,,,,,,,,,,,,,
12/31/2018,7:35 PM,Detroit Red Wings,Florida Panthers,6,-128,43.61%,56.39%,Florida Panthers -128,0.79%,-128,6,56.14%,94.34%,Florida Panthers,0.25%,Detroit Red Wings,-50.73%,,,,,,,,,,,,,,,,,,
12/31/2018,8:35 PM,Dallas Stars,Montreal Canadiens,-157,6,56.04%,43.96%,Montreal Canadiens 6,1.56%,6,-157,94.34%,61.09%,Montreal Canadiens,-50.38%,Dallas Stars,-5.05%,,,,,,,,,,,,,,,,,,
12/31/2018,9:05 PM,Edmonton Oilers,Winnipeg Jets,6,-133,43.05%,56.95%,Winnipeg Jets -133,1.35%,-133,6,57.08%,94.34%,Winnipeg Jets,-0.13%,Edmonton Oilers,-51.29%,,,,,,,,,,,,,,,,,,
12/31/2018,9:05 PM,Calgary Flames,San Jose Sharks,-126,7,46.89%,53.11%,San Jose Sharks 7,4.11%,7,-126,93.46%,55.75%,San Jose Sharks,-40.35%,Calgary Flames,-8.86%,,,,,,,,,,,,,,,,,,
1/1/2019,1:20 PM,Chicago Blackhawks,Boston Bruins,147,-163,37.77%,62.23%,Boston Bruins -163,0.73%,-163,147,61.98%,40.49%,Boston Bruins,0.25%,Chicago Blackhawks,-2.72%,,,,,,,,,,,,,,,,,,
1/1/2019,8:35 PM,Nashville Predators,Philadelphia Flyers,-181,163,65.60%,34.40%,Nashville Predators -181,0.60%,163,-181,38.02%,64.41%,Philadelphia Flyers,-3.62%,Nashville Predators,1.19%,,,,,,,,,,,,,,,,,,
1/1/2019,9:05 PM,Vegas Golden Knights,Los Angeles Kings,-235,210,71.06%,28.94%,Vegas Golden Knights -235,0.36%,210,-235,32.26%,70.15%,Los Angeles Kings,-3.32%,Vegas Golden Knights,0.91%,,,,,,,,,,,,,,,,,,
1/2/2019,7:05 PM,Detroit Red Wings,Calgary Flames,161,-179,36.49%,63.51%,Calgary Flames -179,0.31%,-179,161,64.16%,38.31%,Calgary Flames,-0.65%,Detroit Red Wings,-1.82%,,,,,,,,,,,,,,,,,,
1/2/2019,7:05 PM,New York Rangers,Pittsburgh Penguins,129,-143,39.41%,60.59%,Pittsburgh Penguins -143,2.09%,-143,129,58.85%,43.67%,Pittsburgh Penguins,1.74%,New York Rangers,-4.26%,,,,,,,,,,,,,,,,,,
1/2/2019,7:05 PM,Ottawa Senators,Vancouver Canucks,113,-125,41.55%,58.45%,Vancouver Canucks -125,2.55%,-125,113,55.56%,46.95%,Vancouver Canucks,2.89%,Ottawa Senators,-5.40%,,W,,,,,,,,,,,,,,,,
1/2/2019,8:35 PM,Dallas Stars,New Jersey Devils,-172,155,55.53%,44.47%,New Jersey Devils 155,4.27%,155,-172,39.22%,63.24%,New Jersey Devils,5.25%,Dallas Stars,-7.71%,131,L,-5.25,,,,,,,,,,,,,,,
1/2/2019,9:35 PM,Arizona Coyotes,Edmonton Oilers,-104,-106,46.62%,53.38%,Edmonton Oilers -106,3.58%,-106,-104,51.46%,50.98%,Edmonton Oilers,1.92%,Arizona Coyotes,-4.36%,,,,,,,,,,,,,,,,,,
1/2/2019,9:35 PM,Colorado Avalanche,San Jose Sharks,101,-111,42.60%,57.40%,San Jose Sharks -111,4.30%,-115,105,53.49%,48.78%,San Jose Sharks,3.91%,Colorado Avalanche,-6.18%,98,W,3.91,,,,,,,,,,,,,,,
1/3/2019,2:05 PM,Toronto Maple Leafs,Minnesota Wild,-156,141,61.94%,38.06%,Toronto Maple Leafs -156,1.14%,141,-156,41.49%,60.94%,Minnesota Wild,-3.43%,Toronto Maple Leafs,1.00%,,,,,,,,,,,,,,,,,,
1/3/2019,7:05 PM,Boston Bruins,Calgary Flames,-155,140,51.98%,48.02%,Calgary Flames 140,4.72%,140,-155,41.67%,60.78%,Calgary Flames,6.35%,Boston Bruins,-8.80%,159,L,-6.35,,,,,,,,,,,,,,,
1/3/2019,7:05 PM,Philadelphia Flyers,Carolina Hurricanes,-113,102,48.19%,51.81%,Carolina Hurricanes 102,0.81%,102,-113,49.50%,53.05%,Carolina Hurricanes,2.31%,Philadelphia Flyers,-4.86%,,W,,,,,,,,,,,,,,,,
1/3/2019,7:05 PM,Buffalo Sabres,Florida Panthers,109,-120,53.98%,46.02%,Buffalo Sabres 109,3.78%,100,100,50.00%,50.00%,Florida Panthers,-3.98%,Buffalo Sabres,3.98%,99,W,3.98,,,,,,,,,,,,,,,
1/3/2019,7:35 PM,Montreal Canadiens,Vancouver Canucks,-178,160,66.15%,33.85%,Montreal Canadiens -178,1.75%,160,-178,38.46%,64.03%,Vancouver Canucks,-4.61%,Montreal Canadiens,2.12%,,W,,,,,,,,,,,,,,,,
1/3/2019,7:35 PM,New York Islanders,Chicago Blackhawks,-163,147,63.16%,36.84%,New York Islanders -163,0.86%,147,-163,40.49%,61.98%,Chicago Blackhawks,-3.65%,New York Islanders,1.18%,,,,,,,,,,,,,,,,,,
1/4/2019,7:05 PM,Pittsburgh Penguins,Winnipeg Jets,-135,122,50.59%,49.41%,Winnipeg Jets 122,3.91%,115,-135,46.51%,57.45%,Winnipeg Jets,2.90%,Pittsburgh Penguins,-6.86%,,L,,,,,,,,,,,,,,,,
1/4/2019,7:35 PM,Carolina Hurricanes,Columbus Blue Jackets,105,-116,43.07%,56.93%,Columbus Blue Jackets -116,2.63%,-115,105,53.49%,48.78%,Columbus Blue Jackets,3.44%,Carolina Hurricanes,-5.71%,86,L,-3.96,,,,,,,,,,,,,,,
1/4/2019,7:35 PM,Detroit Red Wings,Nashville Predators,157,-174,36.15%,63.85%,Nashville Predators -174,0.65%,-174,157,63.50%,38.91%,Nashville Predators,0.35%,Detroit Red Wings,-2.76%,,,,,,,,,,,,,,,,,,
1/4/2019,8:05 PM,Dallas Stars,Washington Capitals,-108,-102,50.67%,49.33%,Washington Capitals -102,1.23%,-102,-108,50.50%,51.92%,Washington Capitals,-1.17%,Dallas Stars,-1.25%,,,,,,,,,,,,,,,,,,
1/4/2019,9:05 PM,Arizona Coyotes,New Jersey Devils,-112,102,47.56%,52.44%,New Jersey Devils 102,3.14%,102,-112,49.50%,52.83%,New Jersey Devils,2.94%,Arizona Coyotes,-5.27%,,W,,,,,,,,,,,,,,,,
1/4/2019,9:05 PM,Colorado Avalanche,New York Rangers,-204,183,69.49%,30.51%,Colorado Avalanche -204,2.69%,183,-204,35.34%,67.11%,New York Rangers,-4.83%,Colorado Avalanche,2.38%,,W,,,,,,,,,,,,,,,,
1/4/2019,10:05 PM,Anaheim Ducks,Vegas Golden Knights,111,-123,43.07%,56.93%,Vegas Golden Knights -123,0.83%,-135,111,57.45%,47.39%,Vegas Golden Knights,-0.52%,Anaheim Ducks,-4.32%,,,,,,,,,,,,,,,,,,
1/5/2019,1:05 PM,Ottawa Senators,Minnesota Wild,160,-178,35.94%,64.06%,Minnesota Wild -178,1.66%,-178,160,64.03%,38.46%,Minnesota Wild,0.03%,Ottawa Senators,-2.52%,,,,,,,,,,,,,,,,,,
1/5/2019,7:05 PM,Boston Bruins,Buffalo Sabres,-212,190,60.31%,39.69%,Buffalo Sabres 190,5.29%,190,-212,34.48%,67.95%,Buffalo Sabres,5.21%,Boston Bruins,-7.64%,130,L,-5.21,,,,,,,,,,,,,,,
1/5/2019,7:05 PM,Florida Panthers,Columbus Blue Jackets,-115,104,47.81%,52.19%,Columbus Blue Jackets 104,4.09%,104,-115,49.02%,53.49%,Columbus Blue Jackets,3.17%,Florida Panthers,-5.68%,79,W,3.3,,,,,,,,,,,,,,,
1/5/2019,7:10 PM,Toronto Maple Leafs,Vancouver Canucks,-254,226,74.97%,25.03%,Toronto Maple Leafs -254,1.27%,226,-254,30.67%,71.75%,Vancouver Canucks,-5.64%,Toronto Maple Leafs,3.22%,80,W,3.22,,,,,,,,,,,,,,,
1/5/2019,7:05 PM,Montreal Canadiens,Nashville Predators,-124,112,58.97%,41.03%,Montreal Canadiens -124,3.37%,112,-115,47.17%,53.49%,Nashville Predators,-6.14%,Montreal Canadiens,5.48%,137,L,-6.3,,,,,,,,,,,,,,,
1/5/2019,8:05 PM,St. Louis Blues,New York Islanders,-136,123,53.57%,46.43%,New York Islanders 123,0.93%,123,-136,44.84%,57.63%,New York Islanders,1.59%,St. Louis Blues,-4.06%,,,,,,,,,,,,,,,,,,
1/5/2019,10:05 PM,Los Angeles Kings,Edmonton Oilers,-112,102,49.75%,50.25%,Edmonton Oilers 102,0.95%,102,-112,49.50%,52.83%,Edmonton Oilers,0.75%,Los Angeles Kings,-3.08%,,,,,,,,,,,,,,,,,,
1/5/2019,11:05 PM,San Jose Sharks,Tampa Bay Lightning,103,-114,48.35%,51.65%,Tampa Bay Lightning -114,0.65%,-110,103,52.38%,49.26%,Tampa Bay Lightning,-0.73%,San Jose Sharks,-0.91%,,,,,,,,,,,,,,,,,,
1/6/2019,1:05 PM,Ottawa Senators,Carolina Hurricanes,7,-178,35.86%,64.14%,Carolina Hurricanes -178,1.14%,-178,7,64.03%,93.46%,Carolina Hurricanes,0.11%,Ottawa Senators,-57.60%,,,,,,,,,,,,,,,,,,
1/6/2019,4:05 PM,Arizona Coyotes,New York Rangers,-140,6,49.63%,50.37%,New York Rangers 6,3.87%,6,-140,94.34%,58.33%,New York Rangers,-43.97%,Arizona Coyotes,-8.70%,,,,,,,,,,,,,,,,,,
1/6/2019,4:05 PM,Vegas Golden Knights,New Jersey Devils,-193,6,70.66%,29.34%,Vegas Golden Knights -193,2.16%,6,-193,94.34%,65.87%,New Jersey Devils,-65.00%,Vegas Golden Knights,4.79%,120,W,4.79,,,,,,,,,,,,,,,
1/6/2019,5:05 PM,Winnipeg Jets,Dallas Stars,-152,6,61.81%,38.19%,Winnipeg Jets -152,1.51%,6,-152,94.34%,60.32%,Dallas Stars,-56.15%,Winnipeg Jets,1.49%,,,,,,,,,,,,,,,,,,
1/6/2019,8:05 PM,Anaheim Ducks,Edmonton Oilers,-160,6,55.99%,44.01%,Edmonton Oilers 6,2.81%,6,-160,94.34%,61.54%,Edmonton Oilers,-50.33%,Anaheim Ducks,-5.55%,,,,,,,,,,,,,,,,,,
1/6/2019,8:05 PM,Pittsburgh Penguins,Chicago Blackhawks,-254,7,71.21%,28.79%,Pittsburgh Penguins -254,0.31%,7,-254,93.46%,71.75%,Chicago Blackhawks,-64.67%,Pittsburgh Penguins,-0.54%,,,,,,,,,,,,,,,,,,
1/7/2019,7:05 PM,Toronto Maple Leafs,Nashville Predators,-127,115,62.35%,37.65%,Toronto Maple Leafs -127,3.15%,115,-127,46.51%,55.95%,Nashville Predators,-8.86%,Toronto Maple Leafs,6.40%,160,L,-8.13,,,,,,,,,,,,,,,
1/7/2019,7:05 PM,Philadelphia Flyers,St. Louis Blues,-118,107,47.85%,52.15%,St. Louis Blues 107,2.65%,107,-118,48.31%,54.13%,St. Louis Blues,3.84%,Philadelphia Flyers,-6.28%,96,W,4.11,,,,,,,,,,,,,,,
1/7/2019,7:35 PM,Montreal Canadiens,Minnesota Wild,-114,103,55.59%,44.41%,Montreal Canadiens -114,2.49%,103,-114,49.26%,53.27%,Minnesota Wild,-4.85%,Montreal Canadiens,2.32%,,L,,,,,,,,,,,,,,,,
1/7/2019,8:35 PM,Chicago Blackhawks,Calgary Flames,160,-178,35.75%,64.25%,Calgary Flames -178,0.65%,-178,160,64.03%,38.46%,Calgary Flames,0.22%,Chicago Blackhawks,-2.71%,,,,,,,,,,,,,,,,,,
1/8/2019,7:05 PM,Boston Bruins,Minnesota Wild,-180,162,66.52%,33.48%,Boston Bruins -180,2.22%,165,-190,37.74%,65.52%,Minnesota Wild,-4.26%,Boston Bruins,1.00%,,,,,,,,,,,,,,,,,,
1/8/2019,7:05 PM,New York Islanders,Carolina Hurricanes,-121,110,58.78%,41.22%,New York Islanders -121,3.98%,100,-120,50.00%,54.55%,Carolina Hurricanes,-8.78%,New York Islanders,4.23%,106,L,-5.08,,,,,,,,,,,,,,,
1/8/2019,7:05 PM,Pittsburgh Penguins,Florida Panthers,-180,162,67.65%,32.35%,Pittsburgh Penguins -180,3.35%,160,-180,38.46%,64.29%,Florida Panthers,-6.11%,Pittsburgh Penguins,3.36%,84,W,3.36,,,,,,,,,,,,,,,
1/8/2019,7:05 PM,Buffalo Sabres,New Jersey Devils,-123,111,57.34%,42.66%,Buffalo Sabres -123,2.14%,-105,-115,51.22%,53.49%,New Jersey Devils,-8.56%,Buffalo Sabres,3.85%,96,W,3.85,,,,,,,,,,,,,,,
1/8/2019,7:35 PM,Washington Capitals,Philadelphia Flyers,-201,180,66.81%,33.19%,Washington Capitals -201,0.01%,165,-190,37.74%,65.52%,Philadelphia Flyers,-4.55%,Washington Capitals,1.29%,,,,,,,,,,,,,,,,,,
1/8/2019,7:35 PM,Detroit Red Wings,Montreal Canadiens,-101,-109,47.49%,52.51%,Montreal Canadiens -109,0.31%,-110,-110,52.38%,52.38%,Montreal Canadiens,0.13%,Detroit Red Wings,-4.89%,,,,,,,,,,,,,,,,,,
1/8/2019,7:35 PM,Tampa Bay Lightning,Columbus Blue Jackets,-185,166,65.45%,34.55%,Tampa Bay Lightning -185,0.55%,165,-190,37.74%,65.52%,Columbus Blue Jackets,-3.19%,Tampa Bay Lightning,-0.07%,,,,,,,,,,,,,,,,,,
1/8/2019,8:05 PM,Winnipeg Jets,Colorado Avalanche,-151,137,63.58%,36.42%,Winnipeg Jets -151,3.38%,130,-150,43.48%,60.00%,Colorado Avalanche,-7.06%,Winnipeg Jets,3.58%,90,W,3.58,,,,,,,,,,,,,,,
1/8/2019,8:05 PM,St. Louis Blues,Dallas Stars,-105,-105,46.03%,53.97%,Dallas Stars -105,2.77%,-115,-105,53.49%,51.22%,Dallas Stars,0.48%,St. Louis Blues,-5.19%,,,,,,,,,,,,,,,,,,
1/8/2019,10:05 PM,Vegas Golden Knights,New York Rangers,-270,239,74.16%,25.84%,Vegas Golden Knights -270,1.16%,240,-300,29.41%,75.00%,New York Rangers,-3.57%,Vegas Golden Knights,-0.84%,,,,,,,,,,,,,,,,,,
1/8/2019,10:35 PM,San Jose Sharks,Edmonton Oilers,-185,166,66.03%,33.97%,San Jose Sharks -185,1.13%,185,-215,35.09%,68.25%,Edmonton Oilers,-1.12%,San Jose Sharks,-2.22%,,,,,,,,,,,,,,,,,,
1/9/2019,8:05 PM,Chicago Blackhawks,Nashville Predators,162,-180,35.07%,64.93%,Nashville Predators -180,0.93%,-180,160,64.29%,38.46%,Nashville Predators,0.64%,Chicago Blackhawks,-3.39%,,,,,,,,,,,,,,,,,,
1/9/2019,9:35 PM,Calgary Flames,Colorado Avalanche,-190,171,68.57%,31.43%,Calgary Flames -190,4.27%,165,-190,37.74%,65.52%,Colorado Avalanche,-6.31%,Calgary Flames,3.05%,76,W,3.05,,,,,,,,,,,,,,,
1/9/2019,10:05 PM,Anaheim Ducks,Ottawa Senators,-219,196,70.73%,29.27%,Anaheim Ducks -219,3.83%,195,-230,33.90%,69.70%,Ottawa Senators,-4.63%,Anaheim Ducks,1.03%,,,,,,,,,,,,,,,,,,
1/10/2019,7:05 PM,Philadelphia Flyers,Dallas Stars,-105,-105,48.33%,51.67%,Dallas Stars -105,0.47%,-110,-110,52.38%,52.38%,Dallas Stars,-0.71%,Philadelphia Flyers,-4.05%,,,,,,,,,,,,,,,,,,
1/10/2019,7:05 PM,New Jersey Devils,Toronto Maple Leafs,160,-178,34.25%,65.75%,Toronto Maple Leafs -178,1.75%,-160,140,61.54%,41.67%,Toronto Maple Leafs,4.21%,New Jersey Devils,-7.42%,105,W,4.21,,,,,,,,,,,,,,,
1/10/2019,7:05 PM,New York Rangers,New York Islanders,111,-123,43.06%,56.94%,New York Islanders -123,1.74%,-130,110,56.52%,47.62%,New York Islanders,0.42%,New York Rangers,-4.56%,,,,,,,,,,,,,,,,,,
1/10/2019,7:05 PM,Columbus Blue Jackets,Nashville Predators,-107,-103,43.06%,56.94%,,0.00%,-110,-110,52.38%,52.38%,Nashville Predators,4.56%,Columbus Blue Jackets,-9.32%,114,L,-5.01,,,,,,,,,,,,,,,
1/10/2019,7:05 PM,Boston Bruins,Washington Capitals,-141,128,52.05%,47.95%,Washington Capitals 128,4.05%,125,-145,44.44%,59.18%,Washington Capitals,3.51%,Boston Bruins,-7.13%,88,W,4.38,,,,,,,,,,,,,,,
1/10/2019,7:35 PM,Tampa Bay Lightning,Carolina Hurricanes,-210,188,67.96%,32.04%,Tampa Bay Lightning -210,0.26%,190,-220,34.48%,68.75%,Carolina Hurricanes,-2.44%,Tampa Bay Lightning,-0.79%,,,,,,,,,,,,,,,,,,
1/10/2019,8:05 PM,Minnesota Wild,Winnipeg Jets,-113,102,49.35%,50.65%,Winnipeg Jets 102,1.15%,100,-120,50.00%,54.55%,Winnipeg Jets,0.65%,Minnesota Wild,-5.20%,,,,,,,,,,,,,,,,,,
1/10/2019,8:05 PM,St. Louis Blues,Montreal Canadiens,-131,119,53.65%,46.35%,Montreal Canadiens 119,0.65%,110,-130,47.62%,56.52%,Montreal Canadiens,-1.27%,St. Louis Blues,-2.87%,,,,,,,,,,,,,,,,,,
1/10/2019,9:05 PM,Edmonton Oilers,Florida Panthers,-117,106,48.12%,51.88%,Florida Panthers 106,3.38%,-105,-115,51.22%,53.49%,Florida Panthers,0.66%,Edmonton Oilers,-5.37%,,,,,,,,,,,,,,,,,,
1/10/2019,10:05 PM,Vegas Golden Knights,San Jose Sharks,-121,110,48.29%,51.71%,San Jose Sharks 110,4.11%,105,-125,48.78%,55.56%,San Jose Sharks,2.93%,Vegas Golden Knights,-7.27%,,W,,,,,,,,,,,,,,,,
1/10/2019,10:05 PM,Vancouver Canucks,Arizona Coyotes,-120,109,59.37%,40.63%,Vancouver Canucks -120,4.87%,100,-120,50.00%,54.55%,Arizona Coyotes,-9.37%,Vancouver Canucks,4.82%,121,L,-5.79,,,,,,,,,,,,,,,
1/10/2019,10:35 PM,Los Angeles Kings,Ottawa Senators,-220,197,62.82%,37.18%,Ottawa Senators 197,3.48%,195,-230,33.90%,69.70%,Ottawa Senators,3.28%,Los Angeles Kings,-6.88%,82,W,6.4,,,,,,,,,,,,,,,
1/11/2019,7:35 PM,Carolina Hurricanes,Buffalo Sabres,-151,137,50.18%,49.82%,Buffalo Sabres 137,3.12%,135,-155,42.55%,60.78%,Buffalo Sabres,7.27%,Carolina Hurricanes,-10.60%,182,L,-7.27,,,,,,,,,,,,,,,
1/11/2019,8:05 PM,Winnipeg Jets,Detroit Red Wings,-211,189,67.27%,32.73%,Winnipeg Jets -211,0.07%,190,-220,34.48%,68.75%,Detroit Red Wings,-1.75%,Winnipeg Jets,-1.48%,,,,,,,,,,,,,,,,,,
1/11/2019,9:05 PM,Calgary Flames,Florida Panthers,-211,189,72.77%,27.23%,Calgary Flames -211,2.77%,200,-240,33.33%,70.59%,Florida Panthers,-6.10%,Calgary Flames,2.18%,,W,,,,,,,,,,,,,,,,
1/11/2019,10:05 PM,Anaheim Ducks,Pittsburgh Penguins,122,-135,43.21%,56.79%,Pittsburgh Penguins -135,0.49%,-135,105,57.45%,48.78%,Pittsburgh Penguins,-0.66%,Anaheim Ducks,-5.57%,,,,,,,,,,,,,,,,,,
1/12/2019,1:05 PM,New York Islanders,New York Rangers,-189,6,66.43%,33.57%,New York Islanders -189,1.53%,165,-190,37.74%,65.52%,New York Rangers,-4.17%,New York Islanders,0.91%,,,,,,,,,,,,,,,,,,
1/12/2019,1:05 PM,New Jersey Devils,Philadelphia Flyers,-118,6,54.66%,45.34%,New Jersey Devils -118,0.96%,100,-120,50.00%,54.55%,Philadelphia Flyers,-4.66%,New Jersey Devils,0.11%,,,,,,,,,,,,,,,,,,
