Date,Time,Home,Away,Home LINE,Away LINE,Home Win,Away Win,Pick,Pick value,BH Away,BH Home,Away%,Home%,Away Team,Away Edge,Home Team,Home Edge,Risk,Result,Result Unit,Away Team,Home Team,MP Away,,,,MP Home,MP Away,MP Home,MP Away Edge,MP Home edge,Team,Risk,Result,
2/14/2019,9:05 PM,Arizona Coyotes,St. Louis Blues,136,-150,47.44%,52.56%,Arizona Coyotes 136,5.04%,-150,130,60.00%,43.48%,St. Louis Blues,-7.44%,Arizona Coyotes,3.96%,99,L,-3.96,St. Louis Blues,Arizona Coyotes,"Chance of Winning:
52.5%",,9:00 PM ET,,"Chance of Winning:
47.5%",52.50%,47.50%,-7.50%,4.02%,Arizona Coyotes,101,L,-4.02
2/14/2019,10:05 PM,Vegas Golden Knights,Toronto Maple Leafs,-123,111,48.21%,51.79%,Toronto Maple Leafs 111,4.39%,100,-120,50.00%,54.55%,Toronto Maple Leafs,1.79%,Vegas Golden Knights,-6.34%,,,,Toronto Maple Leafs,Vegas Golden Knights,"Chance of Winning:
43.2%",,10:00 PM ET,,"Chance of Winning:
56.8%",43.20%,56.80%,-6.80%,2.25%,,,,
2/14/2019,10:35 PM,San Jose Sharks,Washington Capitals,-168,152,66.26%,33.74%,San Jose Sharks -168,3.56%,145,-165,40.82%,62.26%,Washington Capitals,-7.08%,San Jose Sharks,4.00%,100,L,-6.59,Washington Capitals,San Jose Sharks,"Chance of Winning:
35.6%",,10:30 PM ET,,"Chance of Winning:
64.4%",35.60%,64.40%,-5.22%,2.14%,,,,
2/14/2019,10:35 PM,Los Angeles Kings,Vancouver Canucks,-135,122,52.19%,47.81%,Vancouver Canucks 122,2.81%,125,-145,44.44%,59.18%,Vancouver Canucks,3.37%,Los Angeles Kings,-6.99%,84,W,4.21,Vancouver Canucks,Los Angeles Kings,"Chance of Winning:
43.4%",,10:30 PM ET,,"Chance of Winning:
56.6%",43.40%,56.60%,-1.04%,-2.58%,,,,
2/15/2019,7:05 PM,Buffalo Sabres,New York Rangers,-145,131,62.30%,37.70%,Buffalo Sabres -145,3.10%,125,-145,44.44%,59.18%,New York Rangers,-6.74%,Buffalo Sabres,3.12%,78,L,-4.52,New York Rangers,Buffalo Sabres,"Chance of Winning:
47.6%",,7:00 PM ET,,"Chance of Winning:
52.4%",47.60%,52.40%,3.16%,-6.78%,New York Rangers,79,W,3.94
2/15/2019,7:35 PM,Carolina Hurricanes,Edmonton Oilers,-177,159,65.40%,34.60%,Carolina Hurricanes -177,1.50%,160,-180,38.46%,64.29%,Edmonton Oilers,-3.86%,Carolina Hurricanes,1.11%,,,,Edmonton Oilers,Carolina Hurricanes,"Chance of Winning:
31.5%",,7:30 PM ET,,"Chance of Winning:
68.5%",31.50%,68.50%,-6.96%,4.21%,Carolina Hurricanes,105,W,4.21
2/15/2019,8:35 PM,Minnesota Wild,New Jersey Devils,-254,226,75.51%,24.49%,Minnesota Wild -254,3.71%,225,-270,30.77%,72.97%,New Jersey Devils,-6.28%,Minnesota Wild,2.54%,,,,New Jersey Devils,Minnesota Wild,"Chance of Winning:
32.1%",,8:30 PM ET,,"Chance of Winning:
67.9%",32.10%,67.90%,1.33%,-5.07%,,,,
2/15/2019,10:05 PM,Anaheim Ducks,Boston Bruins,166,-185,34.96%,65.04%,Boston Bruins -185,0.14%,-190,165,65.52%,37.74%,Boston Bruins,-0.48%,Anaheim Ducks,-2.78%,,,,Boston Bruins,Anaheim Ducks,"Chance of Winning:
56.5%",,10:00 PM ET,,"Chance of Winning:
43.5%",56.50%,43.50%,-9.02%,5.76%,Anaheim Ducks,144,L,-5.76
2/16/2019,1:05 PM,Philadelphia Flyers,Detroit Red Wings,-175,158,68.27%,31.73%,Philadelphia Flyers -175,4.67%,155,-175,39.22%,63.64%,Detroit Red Wings,-7.49%,Philadelphia Flyers,4.63%,116,,,Detroit Red Wings,Philadelphia Flyers,"Chance of Winning:
46.9%",,1:00 PM ET,,"Chance of Winning:
53.1%",46.90%,53.10%,7.68%,-10.54%,Detroit Red Wings,192,,
2/16/2019,1:05 PM,Pittsburgh Penguins,Calgary Flames,-131,119,50.62%,49.38%,Calgary Flames 119,3.68%,115,-135,46.51%,57.45%,Calgary Flames,2.87%,Pittsburgh Penguins,-6.83%,,,,Calgary Flames,Pittsburgh Penguins,"Chance of Winning:
48.3%",,1:00 PM ET,,"Chance of Winning:
51.7%",48.30%,51.70%,1.79%,-5.75%,,,,
2/16/2019,3:05 PM,Colorado Avalanche,St. Louis Blues,113,-125,51.71%,48.29%,Colorado Avalanche 113,4.81%,-120,100,54.55%,50.00%,St. Louis Blues,-6.26%,Colorado Avalanche,1.71%,,,,St. Louis Blues,Colorado Avalanche,"Chance of Winning:
50.3%",,3:00 PM ET,,"Chance of Winning:
49.7%",50.30%,49.70%,-4.25%,-0.30%,,,,
2/16/2019,7:05 PM,New York Islanders,Edmonton Oilers,-210,188,68.97%,31.03%,New York Islanders -210,1.27%,185,-215,35.09%,68.25%,Edmonton Oilers,-4.06%,New York Islanders,0.72%,,,,Edmonton Oilers,New York Islanders,"Chance of Winning:
28.2%",,7:00 PM ET,,"Chance of Winning:
71.8%",28.20%,71.80%,-6.89%,3.55%,New York Islanders,89,,
2/16/2019,7:05 PM,Arizona Coyotes,Toronto Maple Leafs,158,-175,34.36%,65.64%,Toronto Maple Leafs -175,2.04%,-175,155,63.64%,39.22%,Toronto Maple Leafs,2.00%,Arizona Coyotes,-4.86%,,,,Toronto Maple Leafs,Arizona Coyotes,"Chance of Winning:
63.0%",,7:00 PM ET,,"Chance of Winning:
37.0%",63.00%,37.00%,-0.64%,-2.22%,,,,
2/16/2019,7:05 PM,Winnipeg Jets,Ottawa Senators,-210,188,67.88%,32.12%,Winnipeg Jets -210,0.18%,180,-210,35.71%,67.74%,Ottawa Senators,-3.59%,Winnipeg Jets,0.14%,,,,Ottawa Senators,Winnipeg Jets,"Chance of Winning:
43.4%",,7:00 PM ET,,"Chance of Winning:
56.6%",43.40%,56.60%,7.69%,-11.14%,Ottawa Senators,192,,
2/16/2019,7:05 PM,Tampa Bay Lightning,Montreal Canadiens,-195,173,67.14%,32.86%,Tampa Bay Lightning -195,1.04%,180,-210,35.71%,67.74%,Montreal Canadiens,-2.85%,Tampa Bay Lightning,-0.60%,,,,Montreal Canadiens,Tampa Bay Lightning,"Chance of Winning:
42.7%",,7:00 PM ET,,"Chance of Winning:
57.3%",42.70%,57.30%,6.99%,-10.44%,Montreal Canadiens,175,,
2/16/2019,8:05 PM,Carolina Hurricanes,Dallas Stars,-136,122,59.62%,40.38%,Carolina Hurricanes -136,2.02%,115,-135,46.51%,57.45%,Dallas Stars,-6.13%,Carolina Hurricanes,2.17%,,,,Dallas Stars,Carolina Hurricanes,"Chance of Winning:
40.2%",,8:00 PM ET,,"Chance of Winning:
59.8%",40.20%,59.80%,-6.31%,2.35%,,,,
2/16/2019,8:35 PM,Chicago Blackhawks,Columbus Blue Jackets,116,-128,41.66%,58.34%,Columbus Blue Jackets -128,2.24%,-130,110,56.52%,47.62%,Columbus Blue Jackets,1.82%,Chicago Blackhawks,-5.96%,,,,Columbus Blue Jackets,Chicago Blackhawks,"Chance of Winning:
60.7%",,8:30 PM ET,,"Chance of Winning:
39.3%",60.70%,39.30%,4.18%,-8.32%,Columbus Blue Jackets,104,,
2/16/2019,10:05 PM,Vegas Golden Knights,Nashville Predators,-125,113,47.90%,52.10%,Nashville Predators 113,5.20%,105,-125,48.78%,55.56%,Nashville Predators,3.32%,Vegas Golden Knights,-7.66%,83,,,Nashville Predators,Vegas Golden Knights,"Chance of Winning:
39.1%",,10:00 PM ET,,"Chance of Winning:
60.9%",39.10%,60.90%,-9.68%,5.34%,Vegas Golden Knights,134,,
2/16/2019,10:05 PM,San Jose Sharks,Vancouver Canucks,-245,218,71.69%,28.31%,San Jose Sharks -245,0.69%,215,-260,31.75%,72.22%,Vancouver Canucks,-3.44%,San Jose Sharks,-0.53%,,,,Vancouver Canucks,San Jose Sharks,"Chance of Winning:
33.0%",,10:00 PM ET,,"Chance of Winning:
67.0%",33.00%,67.00%,1.25%,-5.22%,,,,
2/16/2019,10:35 PM,Los Angeles Kings,Boston Bruins,127,-140,41.44%,58.56%,Boston Bruins -140,0.26%,-140,120,58.33%,45.45%,Boston Bruins,0.23%,Los Angeles Kings,-4.01%,,,,Boston Bruins,Los Angeles Kings,"Chance of Winning:
50.5%",,10:30 PM ET,,"Chance of Winning:
49.5%",50.50%,49.50%,-7.83%,4.05%,Los Angeles Kings,101,,
2/17/2019,,Pittsburgh Penguins,N.Y. Rangers ,,,,,,,,,0.00%,0.00%,N.Y. Rangers ,0.00%,Pittsburgh Penguins,0.00%,,,,N.Y. Rangers ,Pittsburgh Penguins,"Chance of Winning:
43.1%",,"12:30 PM ET
Sunday February 17, 2019",,"Chance of Winning:
56.9%",43.10%,56.90%,43.10%,56.90%,N.Y. Rangers ,1078,,
2/17/2019,,Minnesota Wild,St. Louis Blues,,,,,,,,,0.00%,0.00%,St. Louis Blues,0.00%,Minnesota Wild,0.00%,,,,St. Louis Blues,Minnesota Wild,"Chance of Winning:
40.6%",,"03:00 PM ET
Sunday February 17, 2019",,"Chance of Winning:
59.4%",40.60%,59.40%,40.60%,59.40%,St. Louis Blues,1015,,
2/17/2019,,Detroit Red Wings,Philadelphia Fliers,,,,,,,,,0.00%,0.00%,Philadelphia Fliers,0.00%,Detroit Red Wings,0.00%,,,,Philadelphia Fliers,Detroit Red Wings,"Chance of Winning:
44.3%",,"06:00 PM ET
Sunday February 17, 2019",,"Chance of Winning:
55.7%",44.30%,55.70%,44.30%,55.70%,Philadelphia Fliers,1108,,
2/17/2019,,New Jersey Devils,Buffalo Sabres,,,,,,,,,0.00%,0.00%,Buffalo Sabres,0.00%,New Jersey Devils,0.00%,,,,Buffalo Sabres,New Jersey Devils,"Chance of Winning:
42.8%",,"06:00 PM ET
Sunday February 17, 2019",,"Chance of Winning:
57.2%",42.80%,57.20%,42.80%,57.20%,Buffalo Sabres,1070,,
2/17/2019,,Florida Panthers,Montreal Canadiens,,,,,,,,,0.00%,0.00%,Montreal Canadiens,0.00%,Florida Panthers,0.00%,,,,Montreal Canadiens,Florida Panthers,"Chance of Winning:
49.2%",,"07:00 PM ET
Sunday February 17, 2019",,"Chance of Winning:
50.8%",49.20%,50.80%,49.20%,50.80%,Montreal Canadiens,1230,,
2/17/2019,,Anaheim Ducks,Washington Capitals,,,,,,,,,0.00%,0.00%,Washington Capitals,0.00%,Anaheim Ducks,0.00%,,,,Washington Capitals,Anaheim Ducks,"Chance of Winning:
54.8%",,"09:00 PM ET
Sunday February 17, 2019",,"Chance of Winning:
45.2%",54.80%,45.20%,54.80%,45.20%,Washington Capitals,1370,,
2/18/2019,Calgary Flames,Arizona Coyotes,,,,,,,,,,0.00%,0.00%,,0.00%,Arizona Coyotes,0.00%,,,,,Arizona Coyotes,,,,,,,,0.00%,0.00%,,,,
2/18/2019,Columbus Blue Jackets,Tampa Bay Lightning ,,,,,,,,,,0.00%,0.00%,,0.00%,Tampa Bay Lightning ,0.00%,,,,,Tampa Bay Lightning ,,,,,,,,0.00%,0.00%,,,,
2/18/2019,Chicago Blackhawks,Ottawa Senators,,,,,,,,,,0.00%,0.00%,,0.00%,Ottawa Senators,0.00%,,,,,Ottawa Senators,,,,,,,,0.00%,0.00%,,,,
2/18/2019,Colorado Avalanche,Vegas Golden Knights,,,,,,,,,,0.00%,0.00%,,0.00%,Vegas Golden Knights,0.00%,,,,,Vegas Golden Knights,,,,,,,,0.00%,0.00%,,,,
2/18/2019,San Jose Sharks,Boston Bruins,,,,,,,,,,0.00%,0.00%,,0.00%,Boston Bruins,0.00%,,,,,Boston Bruins,,,,,,,,0.00%,0.00%,,,,
2/18/2019,Los Angeles Kings,Washington Capitals,,,,,,,,,,0.00%,0.00%,,0.00%,Washington Capitals,0.00%,,,,,Washington Capitals,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
,,,,,,,,,,,,0.00%,0.00%,,0.00%,,0.00%,,,,,,,,,,,,,0.00%,0.00%,,,,
